			BibTeX Key	Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
1	0	0	4699	4699	Döring, Nicola	Wie wird das Problem des sexuellen Kindesmissbrauchs auf YouTube thematisiert?	ZSexForsch (Zeitschrift für Sexualforschung)	1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 6 Gewalt; 6.1 Sexueller Missbrauch	Digitale Medien // digital media; Forschungsergebnisse // research results; Forschungsstand // state of research; Medien // media; Sexueller Missbrauch // sexual abuse
0	0	0	4285	4285	Dörr, Margret	Nähe-Distanz-Verhältnisse und sexualisierte Gewalt		3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Nähe-Distanz-Regulation // boundary management; Pädagogische Beziehung // pedagogical relationship; Sexualisierte Gewalt // sexual violence; Theorie // theory
0	0	0	4915	4915	Duttweiler, Stefanie	Sexualität und Wissen	Widersprüche	1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Diskurs // discourse; Medien // media; Sexualität // sexuality
1	0	0	4970	4970	Enders, Ursula; Schlingmann, Thomas	Nachhaltige Aufarbeitung aktueller Fälle sexuellen Missbrauchs		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung	Aufarbeitung // rehabilitation; Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept; Sexueller Missbrauch // sexual abuse
0	0	0	4669	4669	Engelhardt, Werner	Die systemische Bedeutung und Funktion sexualisierter Gewalt von Kindern und Jugendlichen im Kontext der Familie		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Geschwister // siblings; jugendliche Täter*innen // youth offenders; Psychologie // psychology; Sexualisierte Gewalt // sexual violence; Theorie // theory
0	0	0	4906	4906	Eßer, Florian; Rusack, Tanja; Strahl, Benjamin	Schutz aus Sicht von Adressat_innen in der Kinder- und Jugendhilfe		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 5 Adressat*innen; 5.2 Jugendliche	Forschungsergebnisse // research results; Kinder- und Jugendhilfe // child welfare system; Qualitative Analyse // qualitative analysis; Schutzfaktoren // protection factor
1	0	0	4973	4973	Fegert, Jörg M.; Hoffmann, Ulrike; Kölch, Michael	Schutz von vulnerablen Personen im Abhängigkeitsverhältnis		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Haltung // attitude; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff; Schutzkonzept // protection concept
1	0	0	4957	4957	Fegert, Jörg M.; Kölch, Michael	Personalbeurteilung		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Kinderschutz // child protection; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff
1	0	0	4944	4944	Fegert, Jörg M.; Kölch, Michael; Kliemann, Andrea	Kinderschutz in Institutionen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Kinderschutz // child protection; Schutzkonzept // protection concept
1	0	0	4538	4538	Fegert, Jörg M.; Kölch, Michael; König, Elisa; Harsch, Daniela; Witte, Susanne; Hoffmann, Ulrike	Schutz vor sexueller Gewalt und Übergriffen in Institutionen		1 Soziale Rahmung; 1.2 Policies; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Handbuch // handbook; Kinderschutz // child protection; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
0	0	0	4942	4942	Fixemer, Tom; Herzog, Patrick; Reichenecker, Saskia	Prävention von und Interventionen gegen sexualisierte Gewalt im digitalen Raum für Jungen* und junge Männer*	Kindesmisshandlung und -vernachlässigung	1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.2 Gewaltprävention	Digitale Medien // digital media; Konzepte, Materialien // concepts; Prävention // prevention; Sexualisierte Gewalt // sexual violence
0	0	0	4506	4506	Fobian, Clemens; Lindenberg, Michael; Ulfers, Rainer	Jungen als Opfer von sexueller Gewalt		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.5 Negative Folgen	Jungen // boys; Konzepte, Materialien // concepts; Männlichkeit // masculinity; Sexualisierte Gewalt // sexual violence; Soziale Arbeit // Social Work
1	0	0	4691	4691	Franke-Meyer, Diana; Kuhlmann, Carola	Soziale Bewegungen und Soziale Arbeit		1 Soziale Rahmung; 1.1 Diskurse	Soziale Arbeit // Social Work
0	0	0	4897	4897	Franqué, Fritjof von; Briken, Peer	Behandlung der hypersexuellen Störung		3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 6.5 Negative Folgen	Langzeitfolgen // long-term effect; Sexualisierte Gewalt // sexual violence; Trauma // trauma
0	0	0	4898	4898	Franqué, Fritjof von; Briken, Peer	Behandlung von Sexualdelinquenz		3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence; Täter*in // offender
0	0	0	4883	4883	Franqué, Fritjof von; Briken, Peer	Hypersexuelle Störung bei sexuellen Missbrauchserfahrungen		3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.5 Negative Folgen	Langzeitfolgen // long-term effect; Sexueller Missbrauch // sexual abuse
0	0	0	4886	4886	Franqué, Fritjof von; Briken, Peer	Sexualdelinquenz		3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Sexualisierte Gewalt // sexual violence; Täter*in // offender
0	0	0	4912	4912	Freitag, Christine; Bargen, Imke von	Bilder von Männlichkeit und Weiblichkeit im Kontext religionsbezogener Wahrnehmung		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.4 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 2.2.6 Sonstige Einrichtungen; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Geschlecht // gender; Kirche // church; Lehrer*innen // Teachers; Männlichkeit // masculinity; Religion // religion; Schule // school; Weiblichkeit // femininity
0	0	0	4773	4773	Freund, Ulli	"Wenn da mal nichts passiert...!"	Theorie und Praxis der Sozialpädagogik	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.2 Übergriff, Peergewalt	Grenzen // boundaries; Kindertagesstätte // day-care centre; kindliche Sexualität // childhood sexuality; Sexualisierte Gewalt // sexual violence; Sexualpädagogik // sex education
0	0	0	3827	3827	Ganterer, Julia	Körpermodifikationen und leibliche Erfahrungen in der Adoleszenz		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche	Einzelinterviews // one-on-one interviews; Feminismus // feminism; Forschungsergebnisse // research results; Jugendliche // youth; Körper // body; Mädchen // girls
0	0	0	4887	4887	Garcia Nuñez, David; Schneeberger, Andres Ricardo	Trauma unter dem Regenbogen		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 6 Gewalt; 6.3 Diskriminierung; 6.5 Negative Folgen	Diskriminierung // discrimination; Sexuelle Vielfalt // sexual diversity; Stereotype // stereotypes; Trauma // trauma
0	0	0	4766	4766	Gathen, Katharina von der	Klär mich weiter auf		3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder	Kinder // children; Konzepte, Materialien // concepts; Sexualerziehung // sex ed; Sexualpädagogik // sex education
0	0	0	4757	4757	Gegenfurtner, Andreas; Gebhardt, Markus	Sexualpädagogik der Vielfalt	Zeitschrift für Pädagogik	1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Forschungsergebnisse // research results; Forschungsstand // state of research; Sexualpädagogik // sex education; Sexuelle Vielfalt // sexual diversity
1	0	0	4829	4829	Geller, Bernd	Sexuelle Vielfalt und Coming-Out		1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.3 Eltern und Familie	Coming out // coming out; Eltern // parents; Konzepte, Materialien // concepts; Sexuelle Vielfalt // sexual diversity
0	0	0	4900	4900	Gerber, Julia	Unterschiedliche Lebensweisen altersgemäß zur Sprache bringen	Pädagogik	1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Schule // school; Sexuelle Vielfalt // sexual diversity
1	0	0	4547	4547	Glammeier, Sandra	Sexuelle Gewalt und Schule		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.15 Sexualisierte Übergriffe und Schule	Einzelinterviews // one-on-one interviews; Evaluation // evaluation; Forschungsergebnisse // research results; Lehrer*innen // Teachers; Prävention // prevention; Quantitative Forschung // quantitative research; Schule // school; Sexualisierte Gewalt // sexual violence; Survey // survey
0	0	0	4034	4034	Glammeier, Sandra; Fein, Sylvia	Schulentwicklung und Fortbildungsbedarfe von Lehrkräften im Kontext sexueller Gewalt		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.15 Sexualisierte Übergriffe und Schule	Bedarfe // needs; Lehrer*innen // Teachers; Schule // school; Sexualisierte Gewalt // sexual violence; Weiterbildung // further education
1	0	0	2506	2506	Glaser, Edith; Koller, Hans-Christoph; Thole, Werner; Krumme, Salome	Räume für Bildung – Räume der Bildung		8 Forschung	Pädagogik // pedagogy; Raum // space
0	0	0	4584	4584	Görgen, Arno; Söhner, Felicitas; Fangerau, Heiner	Kindeswohl als kollektives Orientierungsmuster?		1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?	Diskurs // discourse; Diskursanalyse // discourse analysis; Forschungsergebnisse // research results; Gefahrendiskurs // danger narrative; Kindeswohl // child welfare; Medien // media; Sexueller Missbrauch // sexual abuse
0	0	0	5000	5000	Gossow-Look, Gabriela; Steinbach, Beate	Anforderungen und Handlungsmöglichkeiten bei der Vermutung bzw. Feststellung von sexuellen Übergriffen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch	Handlungsempfehlungen // guidelines; Intervention // intervention; Konzepte, Materialien // concepts; Pädagogische Einrichtung // educational facilities; Sexualisierte Gewalt // sexual violence; Verdacht // suspicion
0	0	0	3362	3362	Grosse, Martin	Körper, Leib und sexualisierte Gewalt in pädagogischen Kontexten		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.3.3 Junprof Kassel	Körper // body; Organisationskultur // organisational culture; Sexualisierte Gewalt // sexual violence
0	0	0	4827	4827	Gruber, Thomas	Sexuell deviantes Verhalten von Jugendlichen		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.2 Übergriff, Peergewalt	jugendliche Täter*innen // youth offenders; Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence; Täter*in // offender
1	0	0	4523	4523	Gysi, Jan; Rüegger, Peter	Handbuch sexualisierte Gewalt		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.2 Andere Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch	Handbuch // handbook; Prävention // prevention; Psychotherapie // psychotherapy; Recht // law; Sexualisierte Gewalt // sexual violence; Täter*in // offender
1	0	0	3681	3681	Hargot, Thérèse	Sexuelle Freiheit aufgedeckt		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Diskurs // discourse; Gefahrendiskurs // danger narrative; Jugendliche // youth; Sexualisierung // sexualisation
1	0	0	4733	4733	Hartmann, Jutta	Mehr als Sichtbarmachung und Antidiskriminierung	Sozial Extra	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Diversität // diversity; Geschlecht // gender; Sexuelle Vielfalt // sexual diversity; Soziale Arbeit // Social Work
0	0	0	5046	5046	Heinitz, Stefan	Schutz durch Hilfe	Forum Erziehungshilfen	1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Kinder- und Jugendhilfe // child welfare system; Schutzkonzept // protection concept
1	0	0	3860	3860	Helfferich, Cornelia; Kavemann, Barbara; Kindler, Heinz; Nagel, Bianca; Schürmann-Ebenfeld, Silvia	Reviktimisierung nach sexuellem Missbrauch in einer Hochrisikogruppe		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.8 PRÄVIK	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Kinder- und Jugendhilfe // child welfare system; Reviktimisierung // revictimization; Sexueller Missbrauch // sexual abuse
0	0	0	4939	4939	Henningsen, Anja; List, Inga Marie	"Das ist ja meistens nur Geschnacke"	Kindesmisshandlung und -vernachlässigung	2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.4 Junprof Kiel	Achtsamkeit // awareness; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Kinder- und Jugendhilfe // child welfare system; Pädagogische Fachkräfte // pedagogial staff; Sexualität // sexuality; Sexualkultur // sexuality culture; Stationäre Einrichtungen // residential care
1	0	0	4054	4054	Henningsen, Anja; List, Inga Marie	Zwischen Einfühlung, Meidung und Kontrolle		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.1 Kita; 2.2.3 Weiterführende Schule; 2.2.4 Stationäre Kinder- und Jugendhilfe; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.4 Junprof Kiel	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff; Sexualität // sexuality; Sexualkultur // sexuality culture
1	0	0	3862	3862	Hess, Johanna; Retkowski, Alexandra	Berufsbiographische Identitätskonstruktionen und Sexualität		3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.3 Junprof Kassel	Biographieforschung // biographical research; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Pädagogische Fachkräfte // pedagogial staff; Professionalität // professionality; Sexualität // sexuality; Soziale Arbeit // Social Work
1	0	0	4965	4965	Heynen, Susanne	Standards für Intervention am Beispiel der Karlsruher Standards		1 Soziale Rahmung; 1.2 Policies; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Intervention // intervention; Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept
1	0	0	4976	4976	Hoffmann, Ulrike; Fegert, Jörg M.	Schutz von Kindern und Jugendlichen vor Gewalt in der Pflege		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Gewalt // violence; Schutzfaktoren // protection factor; Schutzkonzept // protection concept
1	0	0	4551	4551	Hofherr, Stefan	Klassen der Offenlegung sexueller Gewalt		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.17 Wissen von Schülerinnen und Schülern	Forschungsergebnisse // research results; Prävalenz // prevalence; Quantitative Forschung // quantitative research; Schule // school; Schüler*innen // pupils; Sexualisierte Gewalt // sexual violence; Survey // survey
0	0	0	4587	4587	Hofherr, Stefan	Perspektiven der Schultheorie auf sexuelle Gewalt		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.17 Wissen von Schülerinnen und Schülern	Schule // school; Sexualisierte Gewalt // sexual violence; Theorie // theory
0	0	0	4581	4581	Hofherr, Stefan; Kindler, Heinz	Sexuelle Übergriffe in Schulen aus der Sicht von Schülerinnen und Schülern		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.17 Wissen von Schülerinnen und Schülern	Forschungsergebnisse // research results; Quantitative Forschung // quantitative research; Schule // school; Schüler*innen // pupils; Sexualisierte Gewalt // sexual violence; Survey // survey
0	0	0	4868	4868	Hofherr, Stefan; Kindler, Heinz	Wie Jugendliche auf miterlebte Situationen sexueller Gewalt reagieren	ZSE (Zeitschrift für Soziologie der Erziehung und Sozialisation)	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.17 Wissen von Schülerinnen und Schülern	Forschungsergebnisse // research results; Peergewalt // peer violence; Quantitative Forschung // quantitative research; Schule // school; Schüler*innen // pupils; Sexualisierte Gewalt // sexual violence; Survey // survey
