;;;Autor, Herausgeber oder Institution;Zeitschrift/Zeitung;Laufnummer;BibTeX Key;Schlagwörter;Kategorien;Titel
FALSCH;FALSCH;FALSCH;Sielert, Uwe;Forum Gemeindepsychologie;603;Sielert.2016b;"Diskurs // discourse; Sexualkultur // sexuality culture; Sexuelle Bildung // sexuality education";"1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.3.4 Junprof Kiel";Sexualität ist politisch
FALSCH;FALSCH;FALSCH;Sielert, Uwe;UJ (unsere jugend);604;Sielert.2017b;"Prävention // prevention; Praxis // practice; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Sexualpädagog*innen // sex educators; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 3.3 Kinderschutz";Sexuelle Bildung als zentraler Ansatz (auch) zum Schutz von Kindern und Jugendlichen
FALSCH;FALSCH;FALSCH;Sielert, Uwe;Migration und soziale Arbeit;605;Sielert.2019;"Geschlechterverhältnis // gender ratio; Macht // power; Prävention // prevention; Recht // law; Selbstbestimmung // agency; Sexualität // sexuality; Sexualkultur // sexuality culture; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung";Sexualität und Geschlechterverhältnisse
FALSCH;FALSCH;FALSCH;"Sielert, Uwe; Marburger, Helga; Griese, Christiane";;606;Sielert.2017b;"Geschlecht // gender; interkulturell // intercultural; Sexualität // sexuality";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.3 Ethnizität; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.4 Junprof Kiel";Sexualität und Gender im Einwanderungsland
FALSCH;FALSCH;WAHR;Sigusch, Volkmar;BZgA Forum;607;Sigusch.2015;Sexuelle Vielfalt // sexual diversity;"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Sexuelle Vielfalt
FALSCH;FALSCH;FALSCH;Sparmann, Julia;;608;Sparmann.2015;"junge Erwachsene // young adults; Konzepte, Materialien // concepts; Körper // body; Psychosexuelle Entwicklung // sexuality development; Sexualerziehung // sex ed";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg";Körperorientierte Ansätze für die sexuelle Bildung junger Frauen
FALSCH;FALSCH;FALSCH;Sparmann, Julia;;609;Sparmann.2018;"Frauen // women; junge Erwachsene // young adults; Konzepte, Materialien // concepts; Sexuelle Bildung // sexuality education";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte";Lustvoll körperwärts
FALSCH;FALSCH;FALSCH;"Spranger, Christine; Schele, Ursula; Lorenzen, Ann-Kathrin";Kindesmisshandlung und -vernachlässigung;610;Spranger.2019;"Macht // power; Menschenrechte // human rights; Normen // norms; Professionalität // professionality; Recht // law; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality; Sozialwissenschaften // social sciences";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 3.5 Praxismaterialien";ECHT IHR RECHT! Schlafende Hunde müssen geweckt werden!
FALSCH;FALSCH;FALSCH;Stahlke, Iris;;611;Stahlke.2018;"Beziehungsgestaltung // relationships; Forschungsergebnisse // research results; Gewalt // violence; Jugendliche // youth; Liebe // love; Prävention // prevention; Qualitative Forschung // qualitative research; Quantitative Forschung // quantitative research; Schule // school; Soziale Arbeit // Social Work; Survey // survey";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 7 Sexualität; 7.2 Beziehungsgestaltung";Gewalt in Teenagerbeziehungen
FALSCH;FALSCH;FALSCH;"Staudenmeyer, Bettina; Kaschuba, Gerrit; Barz, Monika; Bitzan, Maria";;612;Staudenmeyer.2016;"Diversität // diversity; Forschungsergebnisse // research results; Geschlecht // gender; Jugendarbeit // youth work; Sexuelle Orientierung // sexual orientation; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien";Vielfalt von Geschlecht und sexueller Orientierung in der Jugendarbeit Baden-Württemberg
FALSCH;FALSCH;FALSCH;Steinbach, Beate;;613;Steinbach.2018;"Handlungsempfehlungen // guidelines; Intervention // intervention; Jugendarbeit // youth work; Konzepte, Materialien // concepts; Pädagogische Einrichtung // educational facilities; Sexualisierte Gewalt // sexual violence; Verdacht // suspicion";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 3.4 Intervention; 3.5 Praxismaterialien; 6 Gewalt; 6.1 Sexueller Missbrauch";Handeln bei Verdacht auf sexuelle Gewalt in der Jugendarbeit
FALSCH;FALSCH;FALSCH;Steinbach, Beate;Sozialmagazin;614;Steinbach.2016;"Ehrenamt // volunteer work; Kinder- und Jugendhilfe // child welfare system; Prävention // prevention; Sexualisierte Gewalt // sexual violence";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.2 Andere Fachkräfte";Prävention sexualisierter Gewalt in der ehrenamtlichen Jugend(verbands)arbeit
FALSCH;FALSCH;FALSCH;Steingen, Anja;;615;Steingen.2020;"Aggression // aggression; Betroffene sexualisierter Gewalt // sexual assault survivors; Familie // family; Gewalt // violence; Gewalt in Beziehungen // dating violence; Grenzen // boundaries; jugendliche Täter*innen // youth offenders; Nähe-Distanz-Regulation // boundary management; Recht // law; Täter*in // offender";"3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung";Häusliche Gewalt
FALSCH;FALSCH;FALSCH;"Steingen, Anja; Gehring-Decker, Melanie; Knors, Katharina";;616;Steingen.2016;"Kommunikation // communication; Konzepte, Materialien // concepts; Kooperation // cooperation; Macht // power; Mädchen // girls; Peergewalt // peer violence; Recht // law; Sexualisierte Gewalt // sexual violence; Sexuelle Belästigung // sexual harassment; Sexueller Übergriff // sexual assault; Weiblichkeit // femininity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 3.5 Praxismaterialien; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche";Mädchengewalt: Verstehen und Handeln
FALSCH;FALSCH;FALSCH;"Stelzig, Oliver; Sevecke, Kathrin";Praxis der Kinderpsychologie und Kinderpsychiatrie;617;Stelzig.2019;"Bewältigung // coping; Gesundheit // health; Gewalt // violence; Jugendliche // youth; junge Erwachsene // young adults; Kinder // children; Resilienz // resilience; Risikofaktoren // risk factors";"3 Thematischer Fokus; 3.3 Kinderschutz; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche";Stressbewältigung im Kindes- und Jugendalter
FALSCH;FALSCH;FALSCH;"Stier, Bernhard; Weissenrieder, Nikolaus; Schwab, Karl Otfried";;618;Stier.2018;"Gerechtigkeit // justice; Geschlechterverhältnis // gender ratio; Gesellschaft // society; Gesundheit // health; Jugendamt // child welfare services; Psychologie // psychology; Psychosexuelle Entwicklung // sexuality development; Psychotherapie // psychotherapy";"5 Adressat*innen; 5.2 Jugendliche";Jugendmedizin
FALSCH;FALSCH;FALSCH;"Stix, Daniela Cornelia; Harneid, Lisa";Deutsche Jugend;619;Stix.2019;"Asexualität // asexuality; Bedarfe // needs; Bisexualität // bisexuality; Coming out // coming out; Digitale Medien // digital media; Diskriminierung // discrimination; Jugendliche // youth; junge Erwachsene // young adults; Medien // media; Queer Theorie // Queer Theory; Queerness // Queerness; Selbstbestimmung // agency; Trans* // trans*";"1 Soziale Rahmung; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche";Social Media und jugendliches Coming-out
WAHR;FALSCH;FALSCH;"Strahl, Benjamin; Schröer, Wolfgang; Wolff, Mechthild";Diskurs (Diskurs Kindheits- und Jugendforschung);620;Strahl.2017;"Gewalt // violence; Jugendarbeit // youth work; Jugendliche // youth; junge Erwachsene // young adults; Peergewalt // peer violence; Schutzfaktoren // protection factor; Schutzkonzept // protection concept";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 8 Forschung";„Peer Violence“ und Schutzkonzepte. Gewalt im Kontext der Jugendarbeit aus der Sicht von Jugendlichen
FALSCH;FALSCH;FALSCH;Straubinger, Petra;Kinder- und Jugendschutz in Wissenschaft und Praxis;621;Straubinger.2018;"Gewalt // violence; Konzepte, Materialien // concepts; Schutzkonzept // protection concept; Sexueller Missbrauch // sexual abuse";"1 Soziale Rahmung; 1.2 Leitlinien; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch";Schutz vor sexuellem Missbrauch für ALLE Kinder und Jugendliche
FALSCH;FALSCH;FALSCH;"Striet, Magnus; Werden, Rita";;622;Striet.2019;"Diskurs // discourse; Kirche // church; Religion // religion; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.4 Religion; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen";Unheilige Theologie!
FALSCH;FALSCH;FALSCH;"Stübler, Marie Louise; Becker-Hebly, Inga";Zeitschrift für Sexualforschung;623;Stubler.2019;"Bedarfe // needs; Psychosexuelle Entwicklung // sexuality development; Queer Theorie // Queer Theory; Trans* // trans*";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 7 Sexualität; 7.1 Sexuelle Erfahrungen";Sexuelle Erfahrungen und sexuelle Orientierung von Transgender-Jugendlichen
FALSCH;FALSCH;FALSCH;Sturzenhecker, Benedikt;Soziale Passagen;624;Sturzenhecker.2018;"Ethnographie // ethnography; Forschungsethik // research ethics; Forschungsmethoden // research methods; Forschungspraxis // research practice; Forschungsstand // state of research; Jugendarbeit // youth work; Kinder- und Jugendhilfe // child welfare system; Macht // power; Partizipation // participation; Rassismus // racism; Recht // law";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention";Riskant: Wird partizipativ gemeinte Jugend- und Jugendarbeitsforschung kolonialisierend?
FALSCH;FALSCH;FALSCH;Sundermeyer, Sabine;Betrifft Mädchen;625;Sundermeyer.2019;"Geflüchtete // refugees; interkulturell // intercultural; Sexualpädagog*innen // sex educators; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.3 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Körperwissen, Lust und Liebe
FALSCH;FALSCH;FALSCH;"Suykerbuyk, Ellen; Bosch, Erik";;626;Suykerbuyk.2018;"Konzepte, Materialien // concepts; Menschen mit Behinderungen // people with disabilities; Sexualverhalten // sexual behaviour; Sexuelle Bildung // sexuality education";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung";Begleitete Sexualität
FALSCH;FALSCH;FALSCH;"Sweetapple, Christopher; Voß, Heinz-Jürgen; Wolter, Salih Alexander";;627;Sweetapple.2020;"Differenz // difference; Diskriminierung // discrimination; Diversität // diversity; Feminismus // feminism; Gerechtigkeit // justice; Intersektionalität // intersectionality; Sozialwissenschaften // social sciences; Theorie // theory";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg";Intersektionalität
FALSCH;FALSCH;FALSCH;Sztenc, Michael;;628;Sztenc.2020;"Praxis // practice; Psychologie // psychology; Psychosexuelle Entwicklung // sexuality development; Psychotherapie // psychotherapy; Sexualethik // sexual ethics";"7 Sexualität; 7.3 Sexuelle Selbstbestimmung";Embodimentorientierte Sexualtherapie
FALSCH;FALSCH;FALSCH;"Teubert, Anja; Kızılhan, Jan Ilhan";Kindesmisshandlung und -vernachlässigung;629;Teubert.2018;"interkulturell // intercultural; Prävention // prevention; Sexueller Missbrauch // sexual abuse";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.3 Ethnizität; 3 Thematischer Fokus; 3.2 Gewaltprävention";Sexueller Missbrauch gegen Kinder und Jugendliche mit Migrationshintergrund
FALSCH;FALSCH;FALSCH;"Thiessen, Barbara; Dannenbeck, Clemens; Wolff, Mechthild";;630;Thiessen.2019;"Forschungsstand // state of research; Handbuch // handbook; Institutionelle Dynamiken // institutional dynamics; Organisationskultur // organisational culture; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality; Sozialwissenschaften // social sciences";"1 Soziale Rahmung; 1.1 Diskurse";Sozialer Wandel und Kohäsion
FALSCH;FALSCH;FALSCH;Thimm, Karlheinz;UJ (unsere jugend);631;Thimm.2018;"Beziehungsgestaltung // relationships; Institutionelle Dynamiken // institutional dynamics; Nähe-Distanz-Regulation // boundary management; Pädagogik // pedagogy; Prävalenz // prevalence; Professionalität // professionality; Professionsethik // professional ethics; Selbstbestimmung // agency; Sexualethik // sexual ethics; Sexualisierte Gewalt // sexual violence; Soziale Arbeit // Social Work";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte";Nähe und Distanz in sozialpädagogischen Beziehungen
FALSCH;FALSCH;FALSCH;"Thole, Werner; Grosse, Martin";Zeitschrift für Sexualforschung;632;Thole.2015;"Forschungsethik // research ethics; Pädagogische Einrichtung // educational facilities; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 8 Forschung; 9 Förderlinie; 9.3.3 Junprof Kassel";An diesem Laden ist doch etwas faul
FALSCH;FALSCH;FALSCH;"Thole, Werner; Klomann, Verena; Rätz, Regina; Wolff, Reinhart; Marks, Svenja; Sehmer, Julian; Biesel, Kay; Messmer, Heinz";Sozial Extra;633;Thole.2018;"Kinderschutz // child protection; Professionalität // professionality; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.3 Kinderschutz";Für einen unterstützungs-orientierten Kinderschutz
FALSCH;FALSCH;FALSCH;Timmermanns, Stefan;Deutsche Jugend;634;Timmermanns.2018;"Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.3 Diskriminierung; 7 Sexualität; 7.2 Beziehungsgestaltung";Ergebnisse des Forschungsprojekts zur Lebenssituation junger LSBT*Q in Hessen
FALSCH;FALSCH;FALSCH;Treibel, Angelika;Trauma und Gewalt;635;Treibel.2016;"Diagnostik // diagnostics; Recht // law; Sexualisierte Gewalt // sexual violence; Trauma // trauma";"6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.2 DASsS";Empfehlungen zur Durchführung viktimologischer Interviews
FALSCH;FALSCH;FALSCH;"Tremel, Inken; Pooch, Marie-Theres";UJ (unsere jugend);636;Tremel.2018;"Forschungsergebnisse // research results; Forschungsstand // state of research; Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.2 Leitlinien; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention";Schutz mit Konzept
FALSCH;FALSCH;FALSCH;Trunk, Janine;Deutsche Jugend;637;Trunk.2018;"Jugendliche // youth; Körper // body";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung";Körperbilder, -optimierung und -modifikation
FALSCH;FALSCH;FALSCH;Tuider, Elisabeth;Forum Erziehungshilfen;638;Tuider.2015;"Gefahrendiskurs // danger narrative; Macht // power; Sexualpädagogik // sex education; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.1.12 Safer Places";Wider die Moralpaniken
FALSCH;FALSCH;FALSCH;"Tuider, Elisabeth; Krollpfeiffer, Daniela; Wirxel, Johanna";Sozialmagazin;639;Tuider.2016b;"Aufarbeitung // rehabilitation; Disclosure // disclosure; Diskriminierung // discrimination; Diskurs // discourse; Institutionelle Dynamiken // institutional dynamics; Institutioneller Missbrauch // institutional abuse; Jugendarbeit // youth work; Jugendliche // youth; junge Erwachsene // young adults; Organisationskultur // organisational culture; Pädagogik // pedagogy; Pädagogische Beziehung // pedagogical relationship; Sexualisierte Gewalt // sexual violence; Sexuelle Belästigung // sexual harassment; Sexueller Missbrauch // sexual abuse; Sexueller Übergriff // sexual assault; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention";Editorial: Sexualisierte Gewalt und Jugendarbeit
FALSCH;FALSCH;FALSCH;"Tuider, Elisabeth; Timmermanns, Stefan";Sozialmagazin;640;Tuider.2015b;"Diversität // diversity; Geschlecht // gender; Geschlechterverhältnis // gender ratio; Gesellschaft // society; Pädagogik // pedagogy; Pädagogische Einrichtung // educational facilities; Partizipation // participation; Queer Theorie // Queer Theory; Queerness // Queerness; Recht // law; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung";Aufruhr um die sexuelle Vielfalt
